pokedex_number,name,classfication,type1,type2,generation,is_legendary,ability 1,ability 2,ability 3,ability 4,ability 5,ability 6,height_m,weight_kg,capture_rate,percentage_male,experience_growth,attack,defense,speed,hp,sp_attack,sp_defense,base_egg_steps,base_happiness,base_total,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water
664,Scatterbug,Scatterdust Pokemon,bug,,6,0,Shield Dust,Compoundeyes,Friend Guard,,,,0.3,2.5,255,50,1000000,35,40,35,38,27,25,3840,70,200,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
665,Spewpa,Scatterdust Pokemon,bug,,6,0,Shed Skin,Friend Guard,,,,,0.3,8.4,120,50,1000000,22,60,29,45,27,30,3840,70,213,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
666,Vivillon,Scale Pokemon,bug,flying,6,0,Shield Dust,Compoundeyes,Friend Guard,,,,1.2,17,45,50,1000000,52,50,89,80,90,50,3840,70,411,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1
667,Litleo,Lion Cub Pokemon,fire,normal,6,0,Rivalry,Unnerve,Moxie,,,,0.6,13.5,220,11.2,1059860,50,58,72,62,73,54,5120,70,369,0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2
668,Pyroar,Royal Pokemon,fire,normal,6,0,Rivalry,Unnerve,Moxie,,,,1.5,81.5,65,11.2,1059860,68,72,106,86,109,66,5120,70,507,0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2
669,Flabébé,Single Bloom Pokemon,fairy,,6,0,Flower Veil,Symbiosis,,,,,0.1,0.1,225,0,1000000,38,39,42,44,61,79,5120,70,303,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1
670,Floette,Fairy Pokemon,fairy,,6,0,Flower Veil,Symbiosis,,,,,0.2,0.9,120,0,1000000,65,67,92,74,125,128,5120,70,551,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1
671,Florges,Garden Pokemon,fairy,,6,0,Flower Veil,Symbiosis,,,,,1.1,10,45,0,1000000,65,68,75,78,112,154,5120,70,552,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1
672,Skiddo,Mount Pokemon,grass,,6,0,Sap Sipper,Grass Pelt,,,,,0.9,31,200,50,1000000,65,48,52,66,62,57,5120,70,350,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
673,Gogoat,Mount Pokemon,grass,,6,0,Sap Sipper,Grass Pelt,,,,,1.7,91,45,50,1000000,100,62,68,123,97,81,5120,70,531,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
674,Pancham,Playful Pokemon,fighting,,6,0,Iron Fist,Mold Breaker,Scrappy,,,,0.6,8,220,50,1000000,82,62,43,67,46,48,6400,70,348,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
675,Pangoro,Daunting Pokemon,fighting,dark,6,0,Iron Fist,Mold Breaker,Scrappy,,,,2.1,136,65,50,1000000,124,78,58,95,69,71,6400,70,495,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1
676,Furfrou,Poodle Pokemon,normal,,6,0,Fur Coat,,,,,,1.2,28,160,50,1000000,80,60,102,75,65,90,5120,70,472,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
677,Espurr,Restraint Pokemon,psychic,,6,0,Keen Eye,Infiltrator,Own Tempo,,,,0.3,3.5,190,50,1000000,48,54,68,62,63,60,5120,70,355,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
678,Meowstic,Constraint Pokemon,psychic,,6,0,Keen Eye,Infiltrator,Prankster,Competitive,,,0.6,8.5,75,50,1000000,48,76,104,74,83,81,5120,70,466,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
679,Honedge,Sword Pokemon,steel,ghost,6,0,No Guard,,,,,,0.8,2,180,50,1000000,80,100,28,45,35,37,5120,70,325,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1
680,Doublade,Sword Pokemon,steel,ghost,6,0,No Guard,,,,,,0.8,4.5,90,50,1000000,110,150,35,59,45,49,5120,70,448,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1
681,Aegislash,Royal Sword Pokemon,steel,ghost,6,0,Stance Change,,,,,,1.7,53,45,50,1000000,150,50,60,60,150,50,5120,70,520,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1
682,Spritzee,Perfume Pokemon,fairy,,6,0,Healer,Aroma Veil,,,,,0.2,0.5,200,50,1000000,52,60,23,78,63,65,5120,70,341,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1
683,Aromatisse,Fragrance Pokemon,fairy,,6,0,Healer,Aroma Veil,,,,,0.8,15.5,140,50,1000000,72,72,29,101,99,89,5120,70,462,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1
684,Swirlix,Cotton Candy Pokemon,fairy,,6,0,Sweet Veil,Unburden,,,,,0.4,3.5,200,50,1000000,48,66,49,62,59,57,5120,70,341,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1
685,Slurpuff,Meringue Pokemon,fairy,,6,0,Sweet Veil,Unburden,,,,,0.8,5,140,50,1000000,80,86,72,82,85,75,5120,70,480,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1
686,Inkay,Revolving Pokemon,dark,psychic,6,0,Contrary,Suction Cups,Infiltrator,,,,0.4,3.5,190,50,1000000,54,53,45,53,37,46,5120,70,288,4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1
687,Malamar,Overturning Pokemon,dark,psychic,6,0,Contrary,Suction Cups,Infiltrator,,,,1.5,47,80,50,1000000,92,88,73,86,68,75,5120,70,482,4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1
688,Binacle,Two-Handed Pokemon,rock,water,6,0,Tough Claws,Sniper,Pickpocket,,,,0.5,31,120,50,1000000,52,67,50,42,39,56,5120,70,306,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1
689,Barbaracle,Collective Pokemon,rock,water,6,0,Tough Claws,Sniper,Pickpocket,,,,1.3,96,45,50,1000000,105,115,68,72,54,86,5120,70,500,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1
690,Skrelp,Mock Kelp Pokemon,poison,water,6,0,Poison Point,Poison Touch,Adaptability,,,,0.5,7.3,225,50,1000000,60,60,30,50,60,60,5120,70,320,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5
691,Dragalge,Mock Kelp Pokemon,poison,dragon,6,0,Poison Point,Poison Touch,Adaptability,,,,1.8,81.5,55,50,1000000,75,90,44,65,97,123,5120,70,494,0.5,1,2,0.5,1,0.5,0.5,1,1,0.25,2,2,1,0.5,2,1,1,0.5
692,Clauncher,Water Gun Pokemon,water,,6,0,Mega Launcher,,,,,,0.5,8.3,225,50,1250000,53,62,44,50,58,63,3840,70,330,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
693,Clawitzer,Howitzer Pokemon,water,,6,0,Mega Launcher,,,,,,1.3,35.3,55,50,1250000,73,88,59,71,120,89,3840,70,500,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
694,Helioptile,Generator Pokemon,electric,normal,6,0,Dry Skin,Sand Veil,Solar Power,,,,0.5,6,190,50,1000000,38,33,70,44,61,43,5120,70,289,1,1,1,0.5,1,2,1,0.5,0,1,2,1,1,1,1,1,0.5,1
695,Heliolisk,Generator Pokemon,electric,normal,6,0,Dry Skin,Sand Veil,Solar Power,,,,1,21,75,50,1000000,55,52,109,62,109,94,5120,70,481,1,1,1,0.5,1,2,1,0.5,0,1,2,1,1,1,1,1,0.5,1
696,Tyrunt,Royal Heir Pokemon,rock,dragon,6,0,Strong Jaw,Sturdy,,,,,0.8,26,45,88.1,1000000,89,77,48,58,45,45,7680,70,362,1,1,2,0.5,2,2,0.25,0.5,1,1,2,2,0.5,0.5,1,1,2,1
697,Tyrantrum,Despot Pokemon,rock,dragon,6,0,Strong Jaw,Rock Head,,,,,2.5,270,45,88.1,1000000,121,119,71,82,69,59,7680,70,521,1,1,2,0.5,2,2,0.25,0.5,1,1,2,2,0.5,0.5,1,1,2,1
698,Amaura,Tundra Pokemon,rock,ice,6,0,Refrigerate,Snow Warning,,,,,1.3,25.2,45,88.1,1000000,59,50,46,77,67,63,7680,70,362,1,1,1,1,1,4,1,0.5,1,2,2,0.5,0.5,0.5,1,2,4,2
699,Aurorus,Tundra Pokemon,rock,ice,6,0,Refrigerate,Snow Warning,,,,,2.7,225,45,88.1,1000000,77,72,58,123,99,92,7680,70,521,1,1,1,1,1,4,1,0.5,1,2,2,0.5,0.5,0.5,1,2,4,2
700,Sylveon,Intertwining Pokemon,fairy,,6,0,Cute Charm,Pixilate,,,,,1,23.5,45,88.1,1000000,65,65,60,95,110,130,8960,70,525,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1
701,Hawlucha,Wrestling Pokemon,fighting,flying,6,0,Limber,Unburden,Mold Breaker,,,,0.8,21.5,100,50,1000000,92,75,118,78,74,63,5120,70,500,0.25,0.5,1,2,2,0.5,1,2,1,0.5,0,2,1,1,2,1,1,1
702,Dedenne,Antenna Pokemon,electric,fairy,6,0,Cheek Pouch,Pickup,Plus,,,,0.2,2.2,180,50,1000000,58,57,101,67,81,67,5120,70,431,0.5,0.5,0,0.5,1,0.5,1,0.5,1,1,2,1,1,2,1,1,1,1
703,Carbink,Jewel Pokemon,rock,fairy,6,0,Clear Body,Sturdy,,,,,0.3,5.7,60,,1250000,50,150,50,50,50,150,6400,70,500,0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2
704,Goomy,Soft Tissue Pokemon,dragon,,6,0,Sap Sipper,Hydration,Gooey,,,,0.3,2.8,45,50,1250000,50,35,40,45,55,75,10240,35,300,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5
705,Sliggoo,Soft Tissue Pokemon,dragon,,6,0,Sap Sipper,Hydration,Gooey,,,,0.8,17.5,45,50,1250000,75,53,60,68,83,113,10240,35,452,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5
706,Goodra,Dragon Pokemon,dragon,,6,0,Sap Sipper,Hydration,Gooey,,,,2,150.5,45,50,1250000,100,70,80,90,110,150,10240,35,600,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5
707,Klefki,Key Ring Pokemon,steel,fairy,6,0,Prankster,Magician,,,,,0.2,3,75,50,800000,80,91,75,57,80,87,5120,70,470,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1
708,Phantump,Stump Pokemon,ghost,grass,6,0,Natural Cure,Frisk,Harvest,,,,0.4,7,120,50,1000000,70,48,38,43,50,60,5120,70,309,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5
709,Trevenant,Elder Tree Pokemon,ghost,grass,6,0,Natural Cure,Frisk,Harvest,,,,1.5,71,60,50,1000000,110,76,56,85,65,82,5120,70,474,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5
710,Pumpkaboo,Pumpkin Pokemon,ghost,grass,6,0,Pickup,Frisk,Insomnia,,,,0.8,15,120,50,1000000,66,70,41,59,44,55,5120,70,335,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5
711,Gourgeist,Pumpkin Pokemon,ghost,grass,6,0,Pickup,Frisk,Insomnia,,,,1.7,39,60,50,1000000,100,122,54,85,58,75,5120,70,494,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5
712,Bergmite,Ice Chunk Pokemon,ice,,6,0,Own Tempo,Ice Body,Sturdy,,,,1,99.5,190,50,1000000,69,85,28,55,32,35,5120,70,304,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1
713,Avalugg,Iceberg Pokemon,ice,,6,0,Own Tempo,Ice Body,Sturdy,,,,2,505,55,50,1000000,117,184,28,95,44,46,5120,70,514,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1
714,Noibat,Sound Wave Pokemon,flying,dragon,6,0,Frisk,Infiltrator,Telepathy,,,,0.5,8,190,50,1000000,30,35,55,40,45,40,5120,70,245,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5
715,Noivern,Sound Wave Pokemon,flying,dragon,6,0,Frisk,Infiltrator,Telepathy,,,,1.5,85,45,50,1000000,70,80,123,85,97,80,5120,70,535,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5
716,Xerneas,Life Pokemon,fairy,,6,1,Fairy Aura,,,,,,3,215,45,,1250000,131,95,99,126,131,98,30720,0,680,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1
717,Yveltal,Destruction Pokemon,dark,flying,6,1,Dark Aura,,,,,,5.8,203,45,,1250000,131,95,99,126,131,98,30720,0,680,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1
718,Zygarde,Order Pokemon,dragon,ground,6,1,Aura Break,Power Construct,,,,,5,284.6,3,,1250000,100,121,85,216,91,95,30720,0,708,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1
719,Diancie,Jewel Pokemon,rock,fairy,6,1,Clear Body,,,,,,0.7,8.8,3,,1250000,160,110,110,50,160,110,6400,70,700,0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2
720,Hoopa,Mischief Pokemon (Confined)Djinn Pokemonn (Unbound),psychic,ghost,6,1,Magician,,,,,,,,3,,1250000,160,60,80,80,170,130,30720,100,680,1,4,1,1,1,0,1,1,4,1,1,1,0,0.5,0.5,1,1,1
721,Volcanion,Steam Pokemon,fire,water,6,1,Water Absorb,,,,,,1.7,195,3,,1250000,110,120,70,80,130,90,30720,100,600,0.5,1,1,2,0.5,1,0.25,1,1,1,2,0.25,1,1,1,2,0.25,1
722,Rowlet,Grass Quill Pokemon,grass,flying,7,0,Overgrow,Long Reach,,,,,0.3,1.5,45,88.1,1059860,55,55,42,68,50,50,3840,70,320,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5
723,Dartrix,Blade Quill Pokemon,grass,flying,7,0,Overgrow,Long Reach,,,,,0.7,16,45,88.1,1059860,75,75,52,78,70,70,3840,70,420,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5
724,Decidueye,Arrow Quill Pokemon,grass,ghost,7,0,Overgrow,Long Reach,,,,,1.6,36.6,45,88.1,1059860,107,75,70,78,100,100,3840,70,530,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5
725,Litten,Fire Cat Pokemon,fire,,7,0,Blaze,Intimidate,,,,,0.4,4.3,45,88.1,1059860,65,40,70,45,60,40,3840,70,320,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
726,Torracat,Fire Cat Pokemon,fire,,7,0,Blaze,Intimidate,,,,,0.7,25,45,88.1,1059860,85,50,90,65,80,50,3840,70,420,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
727,Incineroar,Heel Pokemon,fire,dark,7,0,Blaze,Intimidate,,,,,1.8,83,45,88.1,1059860,115,90,60,95,80,90,3840,70,530,1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2
728,Popplio,Sea Lion Pokemon,water,,7,0,Torrent,Liquid Voice,,,,,0.4,7.5,45,88.1,1059860,54,54,40,50,66,56,3840,70,320,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
729,Brionne,Pop Star Pokemon,water,,7,0,Torrent,Liquid Voice,,,,,0.6,17.5,45,88.1,1059860,69,69,50,60,91,81,3840,70,420,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
730,Primarina,Soloist Pokemon,water,fairy,7,0,Torrent,Liquid Voice,,,,,1.8,44,45,88.1,1059860,74,74,60,80,126,116,3840,70,530,0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5
731,Pikipek,Woodpecker Pokemon,normal,flying,7,0,Keen Eye,Skill Link,Pickup,,,,0.3,1.2,255,50,1000000,75,30,65,35,30,30,3840,70,265,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
732,Trumbeak,Bugle Beak Pokemon,normal,flying,7,0,Keen Eye,Skill Link,Pickup,,,,0.6,14.8,120,50,1000000,85,50,75,55,40,50,3840,70,355,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
733,Toucannon,Cannon Pokemon,normal,flying,7,0,Keen Eye,Skill Link,Sheer Force,,,,1.1,26,45,50,1000000,120,75,60,80,75,75,3840,70,485,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
734,Yungoos,Loitering Pokemon,normal,,7,0,Stakeout,Strong Jaw,Adaptability,,,,0.4,6,255,50,1000000,70,30,45,48,30,30,3840,70,253,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
735,Gumshoos,Stakeout Pokemon,normal,,7,0,Stakeout,Strong Jaw,Adaptability,,,,0.7,14.2,127,50,1000000,110,60,45,88,55,60,3840,70,418,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
736,Grubbin,Larva Pokemon,bug,,7,0,Swarm,,,,,,0.4,4.4,255,50,1000000,62,45,46,47,55,45,3840,70,300,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
737,Charjabug,Battery Pokemon,bug,electric,7,0,Battery,,,,,,0.5,10.5,120,50,1000000,82,95,36,57,55,75,3840,70,400,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1
738,Vikavolt,Stag Beetle Pokemon,bug,electric,7,0,Levitate,,,,,,1.5,45,45,50,1000000,70,90,43,77,145,75,3840,70,500,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1
739,Crabrawler,Boxing Pokemon,fighting,,7,0,Hyper Cutter,Iron Fist,Anger Point,,,,0.6,7,225,50,1000000,82,57,63,47,42,47,5120,70,338,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
740,Crabominable,Woolly Crab Pokemon,fighting,ice,7,0,Hyper Cutter,Iron Fist,Anger Point,,,,1.7,180,60,50,1000000,132,77,43,97,62,67,5120,70,478,0.5,0.5,1,1,2,2,2,2,1,1,1,0.5,1,1,2,1,2,1
741,Oricorio,Dancing Pokemon,fire,flying,7,0,Dancer,,,,,,0.6,3.4,45,24.6,1000000,70,70,93,75,98,70,5120,70,476,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2
742,Cutiefly,Bee Fly Pokemon,bug,fairy,7,0,Honey Gather,Shield Dust,Sweet Veil,,,,0.1,0.2,190,50,1000000,45,40,84,40,55,40,5120,70,304,0.5,0.5,0,1,1,0.25,2,2,1,0.5,0.5,1,1,2,1,2,2,1
743,Ribombee,Bee Fly Pokemon,bug,fairy,7,0,Honey Gather,Shield Dust,Sweet Veil,,,,0.2,0.5,75,50,1000000,55,60,124,60,95,70,5120,70,464,0.5,0.5,0,1,1,0.25,2,2,1,0.5,0.5,1,1,2,1,2,2,1
744,Rockruff,Puppy Pokemon,rock,,7,0,Keen Eye,Vital Spirit,Steadfast,,,,0.5,9.2,190,50,1000000,65,40,60,45,30,40,3840,70,280,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2
745,Lycanroc,Wolf Pokemon,rock,,7,0,Keen Eye,Sand Rush,Steadfast,Keen Eye,Vital Spirit,No Guard,,,90,50,1000000,115,75,82,85,55,75,3840,70,487,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2
746,Wishiwashi,Small Fry Pokemon,water,,7,0,Schooling,,,,,,0.2,0.3,60,50,800000,140,130,30,45,140,135,3840,70,620,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
747,Mareanie,Brutal Star Pokemon,poison,water,7,0,Merciless,Limber,Regenerator,,,,0.4,8,190,50,1000000,53,62,45,50,43,52,5120,70,305,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5
748,Toxapex,Brutal Star Pokemon,poison,water,7,0,Merciless,Limber,Regenerator,,,,0.7,14.5,75,50,1000000,63,152,35,50,53,142,5120,70,495,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5
749,Mudbray,Donkey Pokemon,ground,,7,0,Own Tempo,Stamina,Inner Focus,,,,1,110,190,50,1000000,100,70,45,70,45,55,5120,70,385,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2
750,Mudsdale,Draft Horse Pokemon,ground,,7,0,Own Tempo,Stamina,Inner Focus,,,,2.5,920,60,50,1000000,125,100,35,100,55,85,5120,70,500,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2
751,Dewpider,Water Bubble Pokemon,water,bug,7,0,Water Bubble,Water Absorb,,,,,0.3,4,200,50,1000000,40,52,27,38,40,72,3840,70,269,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5
752,Araquanid,Water Bubble Pokemon,water,bug,7,0,Water Bubble,Water Absorb,,,,,1.8,82,100,50,1000000,70,92,42,68,50,132,3840,70,454,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5
753,Fomantis,Sickle Grass Pokemon,grass,,7,0,Leaf Guard,Contrary,,,,,0.3,1.5,190,50,1000000,55,35,35,40,50,35,5120,70,250,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
754,Lurantis,Bloom Sickle Pokemon,grass,,7,0,Leaf Guard,Contrary,,,,,0.9,18.5,75,50,1000000,105,90,45,70,80,90,5120,70,480,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
755,Morelull,Illuminating Pokemon,grass,fairy,7,0,Illuminate,Effect Spore,Rain Dish,,,,0.2,1.5,190,50,1000000,35,55,15,40,65,75,5120,70,285,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5
756,Shiinotic,Illuminating Pokemon,grass,fairy,7,0,Illuminate,Effect Spore,Rain Dish,,,,1,11.5,75,50,1000000,45,80,30,60,90,100,5120,70,405,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5
757,Salandit,Toxic Lizard Pokemon,poison,fire,7,0,Corrosion,Oblivious,,,,,0.6,4.8,120,88.1,1000000,44,40,77,48,71,40,5120,70,320,0.25,1,1,1,0.25,0.5,0.5,1,1,0.25,4,0.5,1,0.5,2,2,0.5,2
758,Salazzle,Toxic Lizard Pokemon,poison,fire,7,0,Corrosion,Oblivious,,,,,1.2,22.2,45,0,1000000,64,60,117,68,111,60,5120,70,480,0.25,1,1,1,0.25,0.5,0.5,1,1,0.25,4,0.5,1,0.5,2,2,0.5,2
759,Stufful,Flailing Pokemon,normal,fighting,7,0,Fluffy,Klutz,Cute Charm,,,,0.5,6.8,140,50,1000000,75,50,50,70,45,50,3840,70,340,0.5,0.5,1,1,2,2,1,2,0,1,1,1,1,1,2,0.5,1,1
760,Bewear,Strong Arm Pokemon,normal,fighting,7,0,Fluffy,Klutz,Unnerve,,,,2.1,135,70,50,1000000,125,80,60,120,55,60,3840,70,500,0.5,0.5,1,1,2,2,1,2,0,1,1,1,1,1,2,0.5,1,1
761,Bounsweet,Fruit Pokemon,grass,,7,0,Leaf Guard,Oblivious,Sweet Veil,,,,0.3,3.2,235,0,1059860,30,38,32,42,30,38,5120,70,210,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
762,Steenee,Fruit Pokemon,grass,,7,0,Leaf Guard,Oblivious,Sweet Veil,,,,0.7,8.2,120,0,1059860,40,48,62,52,40,48,5120,70,290,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
763,Tsareena,Fruit Pokemon,grass,,7,0,Leaf Guard,Queenly Majesty,Sweet Veil,,,,1.2,21.4,45,0,1059860,120,98,72,72,50,98,5120,70,510,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
764,Comfey,Posy Picker Pokemon,fairy,,7,0,Flower Veil,Triage,Natural Cure,,,,0.1,0.3,60,24.6,800000,52,90,100,51,82,110,5120,70,485,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1
765,Oranguru,Sage Pokemon,normal,psychic,7,0,Inner Focus,Telepathy,Symbiosis,,,,1.5,76,45,50,1250000,60,80,60,90,90,110,5120,70,490,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1
766,Passimian,Teamwork Pokemon,fighting,,7,0,Receiver,Defiant,,,,,2,82.8,45,50,1250000,120,90,80,100,40,60,5120,70,490,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
767,Wimpod,Turn Tail Pokemon,bug,water,7,0,Wimp Out,,,,,,0.5,12,90,50,1000000,35,40,80,25,20,30,5120,70,230,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5
768,Golisopod,Hard Scale Pokemon,bug,water,7,0,Emergency Exit,,,,,,2,108,45,50,1000000,125,140,40,75,60,90,5120,70,530,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5
769,Sandygast,Sand Heap Pokemon,ghost,ground,7,0,Water Compaction,Sand Veil,,,,,0.5,70,140,50,1000000,55,80,15,55,70,45,3840,70,320,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2
770,Palossand,Sand Castle Pokemon,ghost,ground,7,0,Water Compaction,Sand Veil,,,,,1.3,250,60,50,1000000,75,110,35,85,100,75,3840,70,480,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2
771,Pyukumuku,Sea Cucumber Pokemon,water,,7,0,Innards Out,Unaware,,,,,0.3,1.2,60,50,800000,60,130,5,55,30,130,3840,70,410,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
772,Type: Null,Synthetic Pokemon,normal,,7,0,Battle Armor,,,,,,1.9,120.5,3,,1250000,95,95,59,95,95,95,30720,0,534,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
773,Silvally,Synthetic Pokemon,normal,,7,0,RKS System,,,,,,2.3,100.5,3,,1250000,95,95,95,95,95,95,30720,0,570,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
